reference,topic,model,svris_status,svris_reference,field_title,field_authors,field_year,field_venue,field_id,candidate_title,candidate_authors,candidate_year,candidate_venue,candidate_doi,candidate_url,candidate_source,candidate_matches,candidate_contradictions,candidate_contains,candidate_absent,candidate_unconfirmed,cmp_title_citation,cmp_title_candidate,cmp_authors_citation,cmp_authors_candidate,cmp_year_citation,cmp_year_candidate,cmp_venue_citation,cmp_venue_candidate,cmp_id_citation,cmp_id_candidate,match_set_size,contained_set_size,total_candidates,sources_queried,processing_time_ms,svris_message,score,error_distance
"Cook, J., Oreskes, N., Doran, P. T., Anderegg, W. R. L., Verheggen, B., Maibach, E. W., ... & Lewandowsky, S. (2016). Consensus on consensus: A synthesis of consensus estimates on human-caused global warming. *Environmental Research Letters*, 11(4), 048002.",Climate change,mistral_large_2_123b,verified,"Cook, J., Oreskes, N., Doran, P. T., Anderegg, W. R. L., Verheggen, B., Maibach, E., Carlton, J. S., Lewandowsky, S., Skuce, A. G., Green, S., Nuccitelli, D., Jacobs, P., Richardson, M., Winkler, B., Painting, R., & Rice, K. (2016). *Consensus on consensus: a synthesis of consensus estimates on human-caused global warming*. *Environmental Research Letters*, 11(4), 048002. https://doi.org/10.1088/1748-9326/11/4/048002",MATCH,CONTAINS,MATCH,MATCH,ABSENT,Consensus on consensus: a synthesis of consensus estimates on human-caused global warming,John Cook; Наоми Орескес; Peter T. Doran; William R. L. Anderegg; B. Verheggen; Edward Maibach; J. Stuart Carlton; Stephan Lewandowsky; Andrew G. Skuce; Sarah Green; Dana Nuccitelli; Peter Jacobs; Mark Richardson; Bärbel Winkler; Rob Painting; Ken Rice,2016,Environmental Research Letters,10.1088/1748-9326/11/4/048002,https://doi.org/10.1088/1748-9326/11/4/048002,GOOGLE,3,0,1,1,0,Consensus on consensus: A synthesis of consensus estimates on human-caused global warming.,Consensus on consensus: a synthesis of consensus estimates on human-caused global warming,"Cook, J.; Oreskes, N.; Doran, P. T.; Anderegg, W. R. L.; Verheggen, B.; Maibach, E. W.; Lewandowsky, S.",John Cook; Наоми Орескес; Peter T. Doran; William R. L. Anderegg; B. Verheggen; Edward Maibach; J. Stuart Carlton; Stephan Lewandowsky; Andrew G. Skuce; Sarah Green; Dana Nuccitelli; Peter Jacobs; Mark Richardson; Bärbel Winkler; Rob Painting; Ken Rice,2016,2016,Environmental Research Letters,Environmental Research Letters,,10.1088/1748-9326/11/4/048002,1,1,1,GOOGLE,0,"✓ Title | ◐ Authors | ✓ Year | ✓ Venue | ○ ID

### Summary
This article was confirmed in Environmental Research Letters with matching title, authors, year, and journal. The original authors listed were all found within a larger group of contributors in the verified record.

### Details
A matching record was found with the exact title ""Consensus on consensus: a synthesis of consensus estimates on human-caused global warming"". The year 2016 matched exactly. The journal Environmental Research Letters was confirmed. The author list in the verified record contains all the original authors (Cook, Oreskes, Doran, Anderegg, Verheggen, Maibach, Lewandowsky) plus additional contributors. No DOI was provided in the original citation, but the verified record includes DOI 10.1088/1748-9326/11/4/048002.

- https://doi.org/10.1088/1748-9326/11/4/048002",0.867,0.133
"Hansen, J., Ruedy, R., Sato, M., & Lo, K. (2010). Global surface temperature change. *Reviews of Geophysics*, 48(4).",Climate change,mistral_large_2_123b,verified,"Hansen, J. E., Rüedy, R., Sato, M., & Lo, K. (2010). *GLOBAL SURFACE TEMPERATURE CHANGE*. *Reviews of Geophysics*, 48(4). https://doi.org/10.1029/2010rg000345",MATCH,MATCH,MATCH,MATCH,ABSENT,GLOBAL SURFACE TEMPERATURE CHANGE,James E. Hansen; Reto Rüedy; M. Sato; K. Lo,2010,Reviews of Geophysics,10.1029/2010rg000345,https://doi.org/10.1029/2010rg000345,GOOGLE,4,0,0,1,0,Global surface temperature change,GLOBAL SURFACE TEMPERATURE CHANGE,"Hansen, J.; Ruedy, R.; Sato, M.; Lo, K.",James E. Hansen; Reto Rüedy; M. Sato; K. Lo,2010,2010,Reviews of Geophysics,Reviews of Geophysics,,10.1029/2010rg000345,1,1,1,GOOGLE,0,"✓ Title | ✓ Authors | ✓ Year | ✓ Venue | ○ ID

### Summary
This article was confirmed in Reviews of Geophysics with matching authors and year. The title ""Global surface temperature change"" was verified exactly as cited.

### Details
A matching record was found with the exact title ""GLOBAL SURFACE TEMPERATURE CHANGE"" published in 2010 in Reviews of Geophysics. The four authors—James E. Hansen, Reto Rüedy, M. Sato, and K. Lo—correspond closely to the cited names, accounting for initials and diacritic variations. The year 2010 matched exactly. Although no identifier was provided in the citation, the article's DOI is 10.1029/2010rg000345, confirming the source.

- https://doi.org/10.1029/2010rg000345",1.0,0.0
"IPCC. (2014). *Climate Change 2014: Synthesis Report*. Contribution of Working Groups I, II and III to the Fifth Assessment Report of the Intergovernmental Panel on Climate Change.",Climate change,mistral_large_2_123b,verified-with-error,Intergovernmental Panel on Climate Change (IPCC). (2014). *AR5 Synthesis Report: Climate Change 2014*. https://www.ipcc.ch/report/ar5/syr/,CONTAINS,MATCH,MATCH,MATCH,ABSENT,AR5 Synthesis Report: Climate Change 2014,Intergovernmental Panel on Climate Change (IPCC),2014,IPCC,,https://www.ipcc.ch/report/ar5/syr/,GOOGLE,3,0,1,1,0,Climate Change 2014: Synthesis Report,AR5 Synthesis Report: Climate Change 2014,IPCC,Intergovernmental Panel on Climate Change (IPCC),2014,2014,Intergovernmental Panel on Climate Change,IPCC,,https://www.ipcc.ch/report/ar5/syr/,2,2,3,GOOGLE,0,"◐ Title | ✓ Authors | ✓ Year | ✓ Venue | ○ ID

### Summary
This report was confirmed as the IPCC's 2014 Synthesis Report for the Fifth Assessment Report. The authorship by the Intergovernmental Panel on Climate Change and the publication year 2014 matched exactly, though the title wording varied slightly in order and phrasing.

### Details
A matching record was found for the 2014 IPCC Synthesis Report, with the title containing the key phrases ""Climate Change 2014"" and ""Synthesis Report,"" confirming it refers to the same document despite minor differences in title order and inclusion of ""AR5."" The author matched as the Intergovernmental Panel on Climate Change (IPCC), with abbreviation variants accounted for. The year 2014 matched exactly. The venue was also confirmed as IPCC, reflecting the same organization. No digital object identifier (DOI) was found in the citation. Relevant sources include the official IPCC report page and multiple PDF versions hosted on IPCC and related sites.

- [IPCC AR5 Synthesis Report](https://www.ipcc.ch/report/ar5/syr/)
- [IPCC AR5 Synthesis Report PDF](https://www.ipcc.ch/site/assets/uploads/2018/02/AR5_SYR_FINAL_Front_matters.pdf)
- [ResearchGate Climate Change 2014 Synthesis Report](https://www.researchgate.net/publication/267982370_Climate_Change_2014_Synthesis_Report)",0.833,0.167
"Mann, M. E., Bradley, R. S., & Hughes, M. K. (1999). Northern hemisphere temperatures during the past millennium: Inferences, uncertainties, and limitations. *Geophysical Research Letters*, 26(6), 759-762.",Climate change,mistral_large_2_123b,verified,"Mann, M. E., Bradley, R. S., & Hughes, M. K. (1999). Northern hemisphere temperatures during the past millennium: Inferences, uncertainties, and limitations. *Geophysical Research Letters*, 26(6), 759-762. https://doi.org/10.1029/1999gl900070",MATCH,MATCH,MATCH,MATCH,ABSENT,"Northern hemisphere temperatures during the past millennium: Inferences, uncertainties, and limitations",Michael Mann; Raymond S. Bradley; Malcolm K. Hughes,1999,Geophysical Research Letters,10.1029/1999gl900070,https://doi.org/10.1029/1999gl900070,GOOGLE,4,0,0,1,0,"Northern hemisphere temperatures during the past millennium: Inferences, uncertainties, and limitations","Northern hemisphere temperatures during the past millennium: Inferences, uncertainties, and limitations",M. E. Mann; R. S. Bradley; M. K. Hughes,Michael Mann; Raymond S. Bradley; Malcolm K. Hughes,1999,1999,Geophysical Research Letters,Geophysical Research Letters,,10.1029/1999gl900070,1,1,1,GOOGLE,0,"✓ Title | ✓ Authors | ✓ Year | ✓ Venue | ○ ID

### Summary
This article was confirmed in Geophysical Research Letters with matching authors Michael Mann, Raymond S. Bradley, and Malcolm K. Hughes, and the year 1999. The title ""Northern hemisphere temperatures during the past millennium: Inferences, uncertainties, and limitations"" was verified exactly as cited.

### Details
A matching record was found with the exact title and author names corresponding to the citation. The year 1999 and the journal Geophysical Research Letters also matched perfectly. Although no identifier was provided in the original citation, the article's DOI is 10.1029/1999gl900070, confirming the reference's accuracy.

- https://doi.org/10.1029/1999gl900070",1.0,0.0
"Oreskes, N. (2004). The scientific consensus on climate change. *Science*, 306(5702), 1686.",Climate change,mistral_large_2_123b,verified,"Наоми Орескес. (2004). The Scientific Consensus on Climate Change. *Science*, 306(5702), 1686. https://doi.org/10.1126/science.1103618",MATCH,UNCONFIRMED,MATCH,MATCH,ABSENT,The Scientific Consensus on Climate Change,Наоми Орескес,2004,Science,10.1126/science.1103618,https://doi.org/10.1126/science.1103618,GOOGLE,3,0,0,1,1,The scientific consensus on climate change.,The Scientific Consensus on Climate Change,"Oreskes, N.",Наоми Орескес,2004,2004,Science,Science,,10.1126/science.1103618,1,1,1,GOOGLE,0,"✓ Title | ? Authors | ✓ Year | ✓ Venue | ○ ID

### Summary
This article was confirmed in the journal Science with a matching title and year. Although the author name was not fully confirmed due to language differences, the overall match supports the reference's accuracy.

### Details
A matching record was found with the exact title ""The Scientific Consensus on Climate Change"" published in 2004 in Science. The year and journal matched exactly. The author name appeared in a different script (Наоми Орескес), which corresponds to Naomi Oreskes, explaining the unconfirmed author status. The DOI 10.1126/science.1103618 and URL https://doi.org/10.1126/science.1103618 provide further evidence of the match.

- https://doi.org/10.1126/science.1103618",0.733,0.267
"Pachauri, R. K., & Reisinger, A. (Eds.). (2007). *Climate Change 2007: Synthesis Report*. Contribution of Working Groups I, II and III to the Fourth Assessment Report of the Intergovernmental Panel on Climate Change. IPCC.",Climate change,mistral_large_2_123b,verified,"Pachauri, R. K., & Reisinger, A. (Eds.). (2007). *Climate Change 2007: Synthesis Report. Contribution of Working Groups I, II and III to the Fourth Assessment Report of the Intergovernmental Panel on Climate Change*. IPCC. https://www.ipcc.ch/site/assets/uploads/2018/02/ar4_syr_full_report.pdf",MATCH,CONTAINS,MATCH,MATCH,ABSENT,Climate Change 2007: Synthesis Report,R. K. Pachauri; A. Reisinger,2007,IPCC,,https://www.ipcc.ch/site/assets/uploads/2018/02/ar4_syr_full_report.pdf,GOOGLE,3,0,1,1,0,Climate Change 2007: Synthesis Report,Climate Change 2007: Synthesis Report,"Pachauri, R. K.; Reisinger, A.",R. K. Pachauri; A. Reisinger,2007,2007,IPCC,IPCC,,https://www.ipcc.ch/site/assets/uploads/2018/02/ar4_syr_full_report.pdf,1,1,1,GOOGLE,0,"✓ Title | ◐ Authors | ✓ Year | ✓ Venue | ○ ID

### Summary
This report was confirmed as the ""Climate Change 2007: Synthesis Report"" published by the IPCC in 2007, with editors R. K. Pachauri and A. Reisinger matching the citation. The title, year, and publisher all matched exactly.

### Details
A matching record was found with the exact title ""Climate Change 2007: Synthesis Report"" and the year 2007. The authors listed, R. K. Pachauri and A. Reisinger, were confirmed as editors within the broader IPCC authorship. The publisher is the IPCC, matching the citation. No DOI was available, but the official report PDF is accessible at the IPCC website.

- https://www.ipcc.ch/site/assets/uploads/2018/02/ar4_syr_full_report.pdf
- https://www.ipcc.ch/report/ar4/syr/",0.867,0.133
"Rahmstorf, S. (2007). A semi-empirical approach to projecting future sea-level rise. *Science*, 315(5810), 368-370.",Climate change,mistral_large_2_123b,verified,"Rahmstorf, S. (2006). A Semi-Empirical Approach to Projecting Future Sea-Level Rise. *Science*, 315(5810), 368-370. https://doi.org/10.1126/science.1135456",MATCH,MATCH,CONTAINS,MATCH,ABSENT,A Semi-Empirical Approach to Projecting Future Sea-Level Rise,Stefan Rahmstorf,2006,Science,10.1126/science.1135456,https://doi.org/10.1126/science.1135456,GOOGLE,3,0,1,1,0,A semi-empirical approach to projecting future sea-level rise.,A Semi-Empirical Approach to Projecting Future Sea-Level Rise,"Rahmstorf, S.",Stefan Rahmstorf,2007,2006,Science,Science,,10.1126/science.1135456,1,1,1,GOOGLE,0,"✓ Title | ✓ Authors | ◐ Year | ✓ Venue | ○ ID

### Summary
This article was confirmed in the journal Science with matching title, author, and venue. The publication year differs slightly, with the citation listing 2007 and the evidence showing 2006, but this minor discrepancy does not affect the overall verification.

### Details
A matching record was found with the exact title ""A Semi-Empirical Approach to Projecting Future Sea-Level Rise"" and author Stefan Rahmstorf, corresponding to the citation's Rahmstorf, S. The journal Science was confirmed as the publication venue. The year in the evidence is 2006, which is one year earlier than the cited 2007, a common minor variation in publication dates. No DOI was provided in the citation, but the evidence includes DOI 10.1126/science.1135456. The article details and abstract were verified through the journal's website.

- https://doi.org/10.1126/science.1135456
- https://science.sciencemag.org/content/315/5810/368",0.9,0.1
"Solomon, S., Qin, D., Manning, M., Chen, Z., Marquis, M., Averyt, K. B., ... & Miller, H. L. (2007). *Climate Change 2007: The Physical Science Basis. Contribution of Working Group I to the Fourth Assessment Report of the Intergovernmental Panel on Climate Change*. Cambridge University Press.",Climate change,mistral_large_2_123b,verified,"Solomon, S. L., Qin, D., Manning, M., Chen, Z., Marquis, M., Averyt, K. B., Tignor, M., & Miller, H. L. (Eds.). (2007). *Climate change 2007: The physical science basis. Contribution of Working Group I to the Fourth Assessment Report of the Intergovernmental Panel on Climate Change*. Cambridge University Press. https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf",MATCH,MATCH,MATCH,MATCH,ABSENT,Climate change 2007 : the physical science basis : contribution of Working Group I to the Fourth Assessment Report of the Intergovernmental Panel on Climate Change,Susan L. Solomon; D. Qin; M. Manning; Z. Chen; M. Marquis; K. B. Averyt; M. Tignor; H. L. Miller,2007,Cambridge University Press,,https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf,GOOGLE,4,0,0,1,0,Climate Change 2007: The Physical Science Basis. Contribution of Working Group I to the Fourth Assessment Report of the Intergovernmental Panel on Climate Change,Climate change 2007 : the physical science basis : contribution of Working Group I to the Fourth Assessment Report of the Intergovernmental Panel on Climate Change,"Solomon, S.; Qin, D.; Manning, M.; Chen, Z.; Marquis, M.; Averyt, K. B.; ... & Miller, H. L.",Susan L. Solomon; D. Qin; M. Manning; Z. Chen; M. Marquis; K. B. Averyt; M. Tignor; H. L. Miller,2007,2007,Cambridge University Press,Cambridge University Press,,https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf,1,1,1,GOOGLE,1,"✓ Title | ✓ Authors | ✓ Year | ✓ Venue | ○ ID

### Summary
This book was confirmed as ""Climate Change 2007: The Physical Science Basis"" published by Cambridge University Press in 2007. The authors listed, including Susan L. Solomon and colleagues, match the citation, with only minor differences in name formatting.

### Details
A matching record was found with the exact title ""Climate change 2007 : the physical science basis : contribution of Working Group I to the Fourth Assessment Report of the Intergovernmental Panel on Climate Change"". The year 2007 and publisher Cambridge University Press matched exactly. The authors matched fully, with the evidence listing full names while the citation used initials, which is a common formatting difference. No DOI was found, but the official IPCC website provides the full report PDF confirming the reference.

- [IPCC AR4 Working Group I Report](https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf)
- [IPCC AR4 WG1 Report Page](http://www.ipcc.ch/ipccreports/ar4-wg1.htm)
- [IPCC AR4 WG1 Summary](https://www.ipcc.ch/report/ar4/wg1/)",1.0,0.0
"Stott, P. A., Stone, D. A., & Allen, M. R. (2004). Human contribution to the European heatwave of 2003. *Nature*, 432(7017), 610-614.",Climate change,mistral_large_2_123b,verified,"Stott, P. A., Stone, D. A., & Allen, M. R. (2004). Human contribution to the European heatwave of 2003. *Nature*, *432*(7017), 610-614. https://doi.org/10.1038/nature03089",MATCH,MATCH,MATCH,MATCH,ABSENT,Human contribution to the European heatwave of 2003,Peter A. Stott; Dáithí A. Stone; Myles Allen,2004,Nature,10.1038/nature03089,https://doi.org/10.1038/nature03089,GOOGLE,4,0,0,1,0,Human contribution to the European heatwave of 2003,Human contribution to the European heatwave of 2003,"Stott, P. A.; Stone, D. A.; Allen, M. R.",Peter A. Stott; Dáithí A. Stone; Myles Allen,2004,2004,Nature,Nature,,10.1038/nature03089,1,1,1,GOOGLE,0,"✓ Title | ✓ Authors | ✓ Year | ✓ Venue | ○ ID

### Summary
This article was confirmed in the journal Nature with matching authors Peter A. Stott, Dáithí A. Stone, and Myles Allen, and the publication year 2004. The title ""Human contribution to the European heatwave of 2003"" was verified exactly as cited.

### Details
A matching record was found with the exact title, author list, year, and journal name. The authors' names correspond perfectly, accounting for initials and diacritic variations. Although no identifier was provided in the citation, the article's DOI (10.1038/nature03089) and URL (https://doi.org/10.1038/nature03089) were confirmed through OpenAlex and direct URL checks.

- https://doi.org/10.1038/nature03089
- https://www.nature.com/articles/nature03089",1.0,0.0
"Trenberth, K. E., Fasullo, J. T., & Kiehl, J. (2009). Earth's global energy budget. *Bulletin of the American Meteorological Society*, 90(3), 311-323.",Climate change,mistral_large_2_123b,verified,"Trenberth, K. E., Fasullo, J. T., & Kiehl, J. T. (2008). Earth's global energy budget. *Bulletin of the American Meteorological Society*, 90(3), 311-324. https://doi.org/10.1175/2008bams2634.1",MATCH,MATCH,CONTAINS,MATCH,ABSENT,Earth's Global Energy Budget,Kevin E. Trenberth; John Fasullo; J. T. Kiehl,2008,Bulletin of the American Meteorological Society,10.1175/2008bams2634.1,https://doi.org/10.1175/2008bams2634.1,GOOGLE,3,0,1,1,0,Earth's global energy budget,Earth's Global Energy Budget,"Trenberth, K. E.; Fasullo, J. T.; Kiehl, J.",Kevin E. Trenberth; John Fasullo; J. T. Kiehl,2009,2008,Bulletin of the American Meteorological Society,Bulletin of the American Meteorological Society,,10.1175/2008bams2634.1,1,1,1,GOOGLE,0,"✓ Title | ✓ Authors | ◐ Year | ✓ Venue | ○ ID

### Summary
This article was confirmed in the Bulletin of the American Meteorological Society with matching authors and title. The publication year differs slightly, with the citation listing 2009 and the evidence showing 2008, but this minor discrepancy does not affect the overall match.

### Details
A matching record was found with the exact title ""Earth's Global Energy Budget"" and the same three authors: Kevin E. Trenberth, John Fasullo, and J. T. Kiehl. The journal name matched exactly as Bulletin of the American Meteorological Society. The year in the citation is 2009, while the evidence shows 2008, which is within an acceptable range for verification. No DOI was provided in the citation, but the evidence includes DOI 10.1175/2008bams2634.1. Additional searches confirmed the article's presence and details.

- https://doi.org/10.1175/2008bams2634.1
- https://journals.ametsoc.org/view/journals/bams/90/3/2008bams2634_1.xml
- https://www.jstor.org/stable/26220958",0.9,0.1
"Adger, W. N., Arnell, N. W., & Tompkins, E. L. (2005). Successful adaptation to climate change across scales. Global Environmental Change, 15(2), 77-86.",Climate change adaptation in agriculture,mistral_large_2_123b,verified,"Adger, W. N., Arnell, N. W., & Tompkins, E. L. (2005). *Successful adaptation to climate change across scales*. *Global Environmental Change*, 15(2), 77-86. https://doi.org/10.1016/j.gloenvcha.2004.12.005",MATCH,MATCH,MATCH,MATCH,ABSENT,Successful adaptation to climate change across scales,W. Neil Adger; Nigel W. Arnell; Emma L. Tompkins,2005,Global Environmental Change,10.1016/j.gloenvcha.2004.12.005,https://doi.org/10.1016/j.gloenvcha.2004.12.005,GOOGLE,4,0,0,1,0,Successful adaptation to climate change across scales,Successful adaptation to climate change across scales,"Adger, W. N.; Arnell, N. W.; Tompkins, E. L.",W. Neil Adger; Nigel W. Arnell; Emma L. Tompkins,2005,2005,Global Environmental Change,Global Environmental Change,,10.1016/j.gloenvcha.2004.12.005,1,1,1,GOOGLE,0,"✓ Title | ✓ Authors | ✓ Year | ✓ Venue | ○ ID

### Summary
This article was confirmed in the journal Global Environmental Change with matching authors W. N. Adger, N. W. Arnell, and E. L. Tompkins, and the year 2005. The title ""Successful adaptation to climate change across scales"" was found to match exactly.

### Details
A matching record was found with the exact title ""Successful adaptation to climate change across scales"" published in Global Environmental Change in 2005. The three authors listed in the citation correspond exactly to the authors in the evidence, with full names W. Neil Adger, Nigel W. Arnell, and Emma L. Tompkins. Although no identifier was provided in the citation, the article's DOI is 10.1016/j.gloenvcha.2004.12.005, confirming the match. The article appears in volume 15, issue 2, pages 77-86.

- https://doi.org/10.1016/j.gloenvcha.2004.12.005",1.0,0.0
"Altieri, M. A., & Nicholls, C. I. (2017). The adaptation and mitigation potential of agroecology in the face of climate change. Environmental Science & Policy, 73, 42-55.",Climate change adaptation in agriculture,mistral_large_2_123b,needs-human,Reference requires human review.,CONTAINS,MATCH,CONTRADICTION,UNCONFIRMED,ABSENT,ALTIERI-NICHOLLS-CLIMATIC-CHANGE.pdf,M. Altieri; C. Nicholls,2013,,,http://agroeco.org/wp-content/uploads/2016/01/ALTIERI-NICHOLLS-CLIMATIC-CHANGE.pdf,GOOGLE,1,1,1,1,1,The adaptation and mitigation potential of agroecology in the face of climate change.,ALTIERI-NICHOLLS-CLIMATIC-CHANGE.pdf,"Altieri, M. A.; Nicholls, C. I.",M. Altieri; C. Nicholls,2017,2013,Environmental Science & Policy,,,http://agroeco.org/wp-content/uploads/2016/01/ALTIERI-NICHOLLS-CLIMATIC-CHANGE.pdf,0,0,3,GOOGLE,0,"◐ Title | ✓ Authors | ✗ Year | ? Venue | ○ ID

### Summary
The reference matches the authors Altieri and Nicholls and the topic of agroecology's role in climate change adaptation and mitigation. However, there is a discrepancy in the publication year, with the reference stating 2017 and the found document dated 2013, which requires human review to confirm the correct year.

### Details
A matching record was found with the same authors (M. Altieri and C. Nicholls) and a very similar title related to agroecology and climate change. The found document is titled ""The adaptation and mitigation potential of traditional agriculture in a changing climate"" and is dated 2013, while the reference lists 2017. The venue (journal) could not be confirmed from the found document. No DOI or other identifier was available to conclusively verify the reference. The source document is accessible at the provided URL.

- [ALTIERI-NICHOLLS-CLIMATIC-CHANGE.pdf](http://agroeco.org/wp-content/uploads/2016/01/ALTIERI-NICHOLLS-CLIMATIC-CHANGE.pdf)",0.233,0.767
"Challinor, A., Wheeler, T., Craufurd, P., Slingo, J., & Grimes, D. (2007). Design and use of a process-based model to predict crop yield responses to climate change. Agricultural and Forest Meteorology, 144(1), 9-18.",Climate change adaptation in agriculture,mistral_large_2_123b,unverified,Reference could not be verified.,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,"? Title | ? Authors | ? Year | ? Venue | ? ID

### Summary
No matching article could be found for the reference by Challinor et al. (2007) titled ""Design and use of a process-based model to predict crop yield responses to climate change"" in Agricultural and Forest Meteorology.

### Details
A search was conducted across multiple databases including OpenAlex, Google, and Google Scholar, but no records matching the title, authors, year, or journal were found. There were no potential matches or similar entries identified to confirm the reference.

- [OpenAlex](https://openalex.org)
- [Google](https://www.google.com)
- [Google Scholar](https://scholar.google.com)",0.0,1.0
"Fischer, G., Shah, M., Tubiello, F. N., & van Velthuizen, H. (2005). Socio-economic and climate change impacts on agriculture: An integrated assessment, 1990–2080. Philosophical Transactions of the Royal Society B: Biological Sciences, 360(1463), 2067-2083.",Climate change adaptation in agriculture,mistral_large_2_123b,verified,"Fischer, G., Shah, M., Tubiello, F. N., & van Velhuizen, H. (2005). Socio-economic and climate change impacts on agriculture: an integrated assessment, 1990–2080. *Philosophical Transactions of the Royal Society B: Biological Sciences*, 360(1463), 2067-2083. https://doi.org/10.1098/rstb.2005.1744",MATCH,MATCH,MATCH,MATCH,ABSENT,"Socio-economic and climate change impacts on agriculture: an integrated assessment, 1990–2080",Günther Fischer; Mahendra Shah; Francesco N. Tubiello; Harrij van Velhuizen,2005,Philosophical Transactions of the Royal Society B Biological Sciences,10.1098/rstb.2005.1744,https://doi.org/10.1098/rstb.2005.1744,GOOGLE,4,0,0,1,0,"Socio-economic and climate change impacts on agriculture: An integrated assessment, 1990–2080.","Socio-economic and climate change impacts on agriculture: an integrated assessment, 1990–2080","Fischer, G.; Shah, M.; Tubiello, F. N.; van Velthuizen, H.",Günther Fischer; Mahendra Shah; Francesco N. Tubiello; Harrij van Velhuizen,2005,2005,Philosophical Transactions of the Royal Society B: Biological Sciences,Philosophical Transactions of the Royal Society B Biological Sciences,,10.1098/rstb.2005.1744,1,1,1,GOOGLE,0,"✓ Title | ✓ Authors | ✓ Year | ✓ Venue | ○ ID

### Summary
This article was confirmed in the journal Philosophical Transactions of the Royal Society B: Biological Sciences with matching authors and year. The title ""Socio-economic and climate change impacts on agriculture: an integrated assessment, 1990–2080"" was verified exactly, and the four authors Fischer, Shah, Tubiello, and van Velthuizen were all found with consistent names.

### Details
A matching record was found with the exact title and year 2005. The authors matched closely, including full names and initials, with only a minor spelling variant in one surname (van Velthuizen vs van Velhuizen) which is acceptable. The journal name matched exactly as well. Although no identifier was present in the citation, the DOI 10.1098/rstb.2005.1744 was found in the evidence, confirming the article's identity. Relevant sources include the official DOI link and multiple academic repositories confirming the publication.

- [DOI link](https://doi.org/10.1098/rstb.2005.1744)
- [Royal Society Publishing](https://royalsocietypublishing.org/rstb/article/360/1463/2067/20689/Socio-economic-and-climate-change-impacts-on)
- [PubMed](https://pubmed.ncbi.nlm.nih.gov/16433094/)
- [ResearchGate](https://www.researchgate.net/publication/7340593_Socio-economic_and_climate_change_impacts_on_agriculture_An_integrated_assessment_1990-2080)",1.0,0.0
"Howden, S. M., Stokes, C., & Hill, J. (2007). Adaptation of agriculture to climate change: A global scoping study. Global Environmental Change, 17(1), 11-23.",Climate change adaptation in agriculture,mistral_large_2_123b,unverified,Reference could not be verified.,CONTAINS,CONTRADICTION,CONTRADICTION,CONTRADICTION,ABSENT,Adaptation of agriculture to climate change,NJ Rosenberg,1992,Climatic change,10.1007/BF00141378,,GOOGLE,0,3,1,1,0,Adaptation of agriculture to climate change: A global scoping study,Adaptation of agriculture to climate change,"Howden, S. M.; Stokes, C.; Hill, J.",NJ Rosenberg,2007,1992,Global Environmental Change,Climatic change,,10.1007/BF00141378,0,0,1,GOOGLE,0,"◐ Title | ✗ Authors | ✗ Year | ✗ Venue | ○ ID

### Summary
No matching article could be found for the citation by Howden, Stokes, and Hill (2007) titled ""Adaptation of agriculture to climate change: A global scoping study."" The best potential match found was a different article by NJ Rosenberg from 1992 with a similar title but different authors, year, and journal.

### Details
A matching record was not found in OpenAlex. A scholar search returned an article titled ""Adaptation of agriculture to climate change"" by NJ Rosenberg published in 1992 in the journal Climatic Change. This differs from the citation's authors (Howden, Stokes, Hill), year (2007), and journal (Global Environmental Change). The citation's title partially matches but omits the subtitle ""A global scoping study."" Due to these contradictions in authorship, year, and journal, the reference could not be verified.

- https://link.springer.com/article/10.1007/BF00141378",0.0,1.0
